Id,Category
1926,10
1927,5
1928,8
1929,3
1930,5
1931,10
1932,4
1933,5
1934,5
1935,8
1936,10
1937,0
1938,4
1939,4
1940,6
1941,3
1942,4
1943,9
1944,6
1945,9
1946,3
1947,3
1948,10
1949,5
1950,9
1951,5
1952,10
1953,6
1954,3
1955,4
1956,2
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,7
1964,1
1965,10
1966,5
1967,5
1968,6
1969,5
1970,7
1971,5
1972,3
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,1
1984,7
1985,1
1986,4
1987,5
1988,0
1989,8
1990,0
1991,1
1992,10
1993,2
1994,5
1995,10
1996,0
1997,5
1998,5
1999,7
2000,5
2001,5
2002,5
2003,5
2004,4
2005,0
2006,3
2007,9
2008,2
2009,5
2010,1
2011,1
2012,7
2013,0
2014,6
2015,2
2016,4
2017,1
2018,9
2019,8
2020,6
2021,0
2022,4
2023,9
2024,0
2025,9
2026,4
2027,2
2028,4
2029,6
2030,2
2031,10
2032,10
2033,4
2034,0
2035,8
2036,5
2037,6
2038,5
2039,0
2040,3
2041,9
2042,3
2043,6
2044,1
2045,5
2046,8
2047,8
2048,5
2049,9
2050,6
2051,3
2052,7
2053,5
2054,4
2055,4
2056,0
2057,10
2058,2
2059,9
2060,4
2061,5
2062,10
2063,0
2064,10
2065,3
2066,2
2067,9
2068,3
2069,3
2070,1
2071,9
2072,5
2073,2
2074,4
2075,4
2076,8
2077,6
2078,4
2079,2
2080,1
2081,9
2082,5
2083,10
2084,8
2085,5
2086,5
2087,2
2088,7
2089,3
2090,4
2091,1
2092,3
2093,3
2094,5
2095,8
2096,0
2097,5
2098,3
2099,10
2100,2
2101,5
2102,0
2103,5
2104,5
2105,8
2106,5
2107,3
2108,3
2109,5
2110,5
2111,1
2112,9
2113,4
2114,5
2115,8
2116,4
2117,5
2118,10
2119,8
2120,9
2121,3
2122,9
2123,10
2124,5
2125,0
2126,0
2127,4
2128,7
2129,10
2130,6
2131,9
2132,9
2133,10
2134,3
2135,5
2136,8
2137,6
2138,6
2139,3
2140,4
2141,2
2142,5
2143,6
2144,6
2145,4
2146,4
2147,0
2148,1
2149,8
2150,1
2151,1
2152,8
2153,6
2154,4
2155,4
2156,8
2157,1
2158,5
2159,5
2160,3
2161,3
2162,3
2163,3
2164,10
2165,3
2166,2
2167,10
2168,8
2169,4
2170,1
2171,0
2172,3
2173,4
2174,2
2175,3
2176,5
2177,6
2178,9
2179,4
2180,3
2181,8
2182,2
2183,5
2184,9
2185,9
2186,7
2187,3
2188,4
2189,4
2190,10
2191,9
2192,5
2193,2
2194,2
2195,2
2196,9
2197,8
2198,4
2199,5
2200,1
2201,2
2202,3
2203,5
2204,4
2205,8
2206,4
2207,5
2208,2
2209,2
2210,2
2211,8
2212,4
2213,4
2214,2
2215,5
2216,4
2217,5
2218,1
2219,9
2220,1
2221,3
2222,6
2223,1
2224,2
2225,1
2226,2
2227,1
2228,3
2229,8
2230,0
2231,9
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,4
2239,3
2240,10
2241,1
2242,2
2243,2
2244,9
2245,9
2246,9
2247,2
2248,5
2249,1
2250,5
2251,4
2252,0
2253,6
2254,2
2255,10
2256,1
2257,1
2258,5
2259,7
2260,10
2261,5
2262,4
2263,5
2264,10
2265,4
2266,10
2267,7
2268,1
2269,2
2270,8
2271,9
2272,10
2273,7
2274,8
2275,7
2276,2
2277,8
2278,10
2279,8
2280,0
2281,1
2282,1
2283,3
2284,4
2285,2
2286,1
2287,5
2288,9
2289,8
2290,2
2291,0
2292,10
2293,0
2294,0
2295,10
2296,6
2297,5
2298,5
2299,2
2300,4
2301,9
2302,8
2303,4
2304,1
2305,2
2306,10
2307,3
2308,10
2309,1
2310,5
2311,1
2312,5
2313,4
2314,2
2315,2
2316,5
2317,4
2318,9
2319,9
2320,2
2321,8
2322,5
2323,8
2324,9
2325,1
2326,2
2327,4
2328,5
2329,6
2330,5
2331,9
2332,4
2333,6
2334,4
2335,3
2336,10
2337,1
2338,3
2339,3
2340,10
2341,9
2342,2
2343,9
2344,5
2345,8
2346,8
2347,3
2348,5
2349,3
2350,8
2351,0
2352,6
2353,4
2354,10
2355,9
2356,4
2357,6
2358,5
2359,1
2360,5
2361,6
2362,3
2363,2
2364,3
2365,6
2366,5
2367,3
2368,10
2369,3
2370,2
2371,6
2372,4
2373,3
2374,5
2375,5
2376,2
2377,8
2378,3
2379,5
2380,9
2381,5
2382,7
2383,4
2384,10
2385,4
2386,5
2387,9
2388,3
2389,0
2390,4
2391,10
2392,4
2393,3
2394,8
2395,5
2396,3
2397,8
2398,5
2399,3
2400,5
2401,5
2402,9
2403,2
2404,3
2405,10
2406,9
2407,5
2408,6
2409,3
2410,5
2411,2
2412,8
2413,9
2414,8
2415,1
2416,8
2417,3
2418,3
2419,2
2420,5
2421,5
2422,9
2423,5
2424,9
2425,5
2426,10
2427,5
2428,4
2429,6
2430,4
2431,4
2432,8
2433,4
2434,5
2435,2
2436,5
2437,3
2438,9
2439,9
2440,8
2441,10
2442,8
2443,5
2444,4
2445,1
2446,5
2447,8
2448,0
2449,10
2450,3
2451,8
2452,6
2453,8
2454,4
2455,7
2456,8
2457,10
2458,8
2459,1
2460,10
2461,0
2462,5
2463,1
2464,9
2465,3
2466,9
2467,8
2468,1
2469,1
2470,9
2471,6
2472,4
2473,10
2474,8
2475,3
2476,0
2477,5
2478,10
2479,8
2480,0
2481,2
2482,8
2483,2
2484,10
2485,0
2486,10
2487,0
2488,4
2489,6
2490,4
2491,9
2492,3
2493,5
2494,2
2495,5
2496,9
2497,2
2498,0
2499,8
2500,4
2501,8
2502,5
2503,5
2504,5
2505,9
2506,3
2507,7
2508,2
2509,8
2510,2
2511,2
2512,3
2513,4
2514,1
2515,4
2516,4
2517,5
2518,3
2519,3
2520,10
2521,8
2522,8
2523,4
2524,9
2525,8
2526,9
2527,5
2528,5
2529,8
2530,2
2531,9
2532,5
2533,5
2534,2
2535,9
2536,3
2537,8
2538,1
2539,5
2540,3
2541,2
2542,9
2543,2
2544,3
2545,4
2546,4
2547,8
2548,9
2549,10
2550,10
2551,9
2552,8
2553,1
2554,8
2555,2
2556,2
2557,0
2558,10
2559,4
2560,5
2561,4
2562,0
2563,8
2564,9
2565,8
2566,2
2567,5
2568,5
2569,5
2570,4
2571,10
2572,4
2573,5
2574,9
2575,3
2576,8
2577,2
2578,10
2579,2
2580,8
2581,3
2582,9
2583,9
2584,6
2585,0
2586,3
2587,4
2588,8
2589,4
2590,7
2591,4
2592,1
2593,5
2594,8
2595,10
2596,8
2597,1
2598,6
2599,2
2600,10
2601,7
2602,2
2603,4
2604,1
2605,9
2606,8
2607,6
2608,5
2609,10
2610,4
2611,0
2612,3
2613,5
2614,5
2615,5
2616,2
2617,5
2618,0
2619,3
2620,3
2621,6
2622,2
2623,5
2624,1
2625,9
2626,9
2627,9
2628,4
2629,2
2630,9
2631,2
2632,8
2633,0
2634,5
2635,6
2636,9
2637,7
2638,5
2639,10
2640,2
2641,5
2642,8
2643,3
2644,8
2645,6
2646,8
2647,5
2648,3
2649,3
2650,4
2651,3
2652,7
2653,2
2654,10
2655,10
2656,8
2657,8
2658,1
2659,9
2660,3
2661,7
2662,6
2663,3
2664,4
2665,8
2666,5
2667,10
2668,9
2669,7
2670,9
2671,2
2672,3
2673,2
2674,2
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,0
2682,10
2683,8
2684,9
2685,0
2686,7
2687,5
2688,5
2689,1
2690,9
2691,5
2692,3
2693,2
2694,3
2695,9
2696,5
2697,2
2698,4
2699,10
2700,6
2701,2
2702,5
2703,1
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,4
2711,4
2712,3
2713,4
2714,10
2715,9
2716,8
2717,4
2718,3
2719,5
2720,9
2721,10
2722,8
2723,7
2724,4
2725,10
2726,2
2727,2
2728,3
2729,8
2730,0
2731,4
2732,0
2733,1
2734,9
2735,9
2736,7
2737,10
2738,9
2739,2
2740,0
2741,0
2742,9
2743,5
2744,6
2745,1
2746,8
2747,2
2748,10
2749,5
2750,8
2751,0
2752,5
2753,0
2754,5
2755,0
2756,5
2757,5
2758,5
2759,10
2760,9
2761,1
2762,10
2763,3
2764,4
2765,5
2766,6
2767,4
2768,10
2769,4
2770,6
2771,6
2772,4
2773,8
2774,4
2775,4
2776,5
2777,4
2778,1
2779,0
2780,5
2781,3
2782,9
2783,8
2784,8
2785,2
2786,1
2787,1
2788,3
2789,5
2790,3
2791,7
2792,0
2793,8
2794,3
2795,8
2796,4
2797,2
2798,8
2799,9
2800,0
2801,0
2802,2
2803,1
2804,4
2805,6
2806,10
2807,8
2808,5
2809,9
2810,9
2811,10
2812,8
2813,0
2814,2
2815,10
2816,9
2817,0
2818,4
2819,2
2820,5
2821,5
2822,1
2823,5
2824,9
2825,5
2826,0
2827,4
2828,2
2829,8
2830,5
2831,9
2832,0
2833,0
2834,10
2835,0
2836,2
2837,4
2838,5
2839,5
2840,8
2841,4
2842,5
2843,4
2844,1
2845,8
2846,0
2847,2
2848,5
2849,5
2850,3
2851,0
2852,10
2853,2
2854,4
2855,8
2856,10
2857,10
2858,10
2859,9
2860,9
2861,9
2862,4
2863,4
2864,9
2865,5
2866,10
2867,1
2868,6
2869,5
2870,5
2871,8
2872,1
2873,2
2874,2
2875,3
2876,8
2877,9
2878,1
2879,3
2880,3
2881,2
2882,6
2883,8
2884,1
2885,9
2886,4
2887,2
2888,10
2889,10
2890,3
2891,8
2892,5
2893,3
2894,2
2895,2
2896,9
2897,8
2898,9
2899,5
2900,9
2901,3
2902,8
2903,3
2904,4
2905,9
2906,4
2907,10
2908,0
2909,5
2910,9
2911,5
2912,5
2913,5
2914,9
2915,8
2916,5
2917,2
2918,10
2919,3
2920,5
2921,3
2922,5
2923,9
2924,3
2925,8
2926,1
2927,9
2928,4
2929,5
2930,6
2931,0
2932,10
2933,9
2934,9
2935,8
2936,6
2937,4
2938,0
2939,8
2940,1
2941,0
2942,5
2943,1
2944,5
2945,3
2946,9
2947,1
2948,4
2949,10
2950,3
2951,2
2952,0
2953,4
2954,6
2955,3
2956,8
2957,10
2958,3
2959,8
2960,4
2961,4
2962,9
2963,9
2964,4
2965,6
2966,0
2967,4
2968,9
2969,2
2970,10
2971,4
2972,9
2973,4
2974,5
2975,5
2976,5
2977,4
2978,10
2979,5
2980,5
2981,4
2982,4
2983,8
2984,6
2985,9
2986,1
2987,5
2988,4
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,4
